央视卫视,#genre#
CBA 山东高速VS辽宁本钢 辽宁止败首轮创近年来最差战绩！山东上海会师季后赛次轮 19:35,http://156.238.248.80:8880/play/302.423692.m3u8
楚超 孝感孝傲江湖队VS襄阳东风风神队 全场回放 19:25,http://156.238.248.80:8880/play/303.254687.m3u8
城超 朔方集团海鹦VS湖北励信 全场回放 19:55,http://156.238.248.80:8880/play/304.256520.m3u8
城超 朔方集团海鹦VS湖北励信 全场回放 19:55,http://156.238.248.80:8880/play/305.193654.m3u8
西甲 塞尔塔VS埃尔切 全场回放（孙雨轩） 19:45,http://156.238.248.80:8880/play/306.871248.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 2026斯诺克世锦赛决赛回放：肖恩·墨菲4-4吴宜泽（第一阶段）（秦正、庞卫国）（50帧原画） 20:00,http://156.238.248.80:8880/play/307.775391.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 2026斯诺克世锦赛决赛回放：肖恩·墨菲4-4吴宜泽（第一阶段）（赛场原声） 20:00,http://156.238.248.80:8880/play/308.262757.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 【回放】肖恩·墨菲4-4吴宜泽（第一阶段）（柏林） 20:00,http://156.238.248.80:8880/play/309.950329.m3u8
昆仑决 昆仑决：萨力曼VS罗布尔斯 61KG明星超级战回放：亚历杭德罗-罗布尔斯VS萨力曼-奥布力海日 20:25,http://156.238.248.80:8880/play/310.454395.m3u8
贵州村超 腊酉村足球队VS水尾村足球队 全场回放 20:31,http://156.238.248.80:8880/play/311.242759.m3u8
英超 伯恩茅斯VS水晶宫 全场回放 20:45,http://156.238.248.80:8880/play/312.371534.m3u8
英超 伯恩茅斯VS水晶宫 全场回放（刘焕） 20:45,http://156.238.248.80:8880/play/313.579314.m3u8
法甲 里尔VS勒阿弗尔 全场回放（盛斌） 20:45,http://156.238.248.80:8880/play/314.310325.m3u8
意甲 萨索洛VSAC米兰 全场回放（石庆圣、李彦） 20:45,http://156.238.248.80:8880/play/315.234794.m3u8
德甲 圣保利VS美因茨 全场回放（赵宇） 21:15,http://156.238.248.80:8880/play/316.519655.m3u8
英女超 莱斯特城女足VS切尔西女足 全场回放（兰子非） 21:15,http://156.238.248.80:8880/play/317.222756.m3u8
西甲 赫塔菲VS巴列卡诺 全场回放（李霄） 22:00,http://156.238.248.80:8880/play/318.882802.m3u8
英超 曼联VS利物浦 全场回放（詹俊、张路、林梦鸽） 22:15,http://156.238.248.80:8880/play/319.401746.m3u8
英超 曼联VS利物浦 全场回放（陈凯冬、何辉） 22:15,http://156.238.248.80:8880/play/320.472791.m3u8
英超 曼联VS利物浦 全场回放（陈渤胄） 22:15,http://156.238.248.80:8880/play/321.170541.m3u8
英超 曼联VS利物浦 全场回放（洪荒） 22:15,http://156.238.248.80:8880/play/322.576202.m3u8
法甲 欧塞尔VS昂热 全场回放（盛斌） 23:00,http://156.238.248.80:8880/play/323.762753.m3u8
法甲 斯特拉斯堡VS图卢兹 全场回放（李永熙） 23:00,http://156.238.248.80:8880/play/324.422319.m3u8
法甲 巴黎FCVS布雷斯特 全场回放（刘一臻） 23:00,http://156.238.248.80:8880/play/325.658536.m3u8
德甲 门兴格拉德巴赫VS多特蒙德 全场回放（沈云怡、秦游夏） 23:15,http://156.238.248.80:8880/play/326.217326.m3u8
体育-今天,#genre#
意甲 尤文图斯VS维罗纳 全场回放（吴桐、刘腾） 23:30,http://156.238.248.80:8880/play/327.485952.m3u8
伦敦团体世乒赛 勒布伦兄弟率法国男团勇闯五盘大关 【男团小组赛A阶段】日本2-3法国（朱子恒） 00:00,http://156.238.248.80:8880/play/328.348655.m3u8
BWF 中国VS法国 解说 23:45,http://156.238.248.80:8880/play/329.643649.m3u8
BWF 中国VS法国 明星视角 23:45,http://156.238.248.80:8880/play/330.252189.m3u8
BWF 中国VS法国 赛场原声 00:00,http://156.238.248.80:8880/play/331.150062.m3u8
BWF 中国VS法国 英文解说 00:00,http://156.238.248.80:8880/play/332.628774.m3u8
西甲 皇家贝蒂斯VS皇家奥维耶多 全场回放（兰子非） 00:15,http://156.238.248.80:8880/play/333.764181.m3u8
德甲 弗赖堡VS沃尔夫斯堡 全场回放（李霄） 01:15,http://156.238.248.80:8880/play/334.690070.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 朱峰立 02:00,http://156.238.248.80:8880/play/335.223546.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 赛场原声 02:00,http://156.238.248.80:8880/play/336.557528.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 乔迁 02:00,http://156.238.248.80:8880/play/337.474625.m3u8
法甲 里昂VS雷恩 鹿中原 02:30,http://156.238.248.80:8880/play/338.330671.m3u8
法甲 里昂VS雷恩 赛场原声 02:30,http://156.238.248.80:8880/play/339.250954.m3u8
意甲 国际米兰VS帕尔马 刘腾 贺宇 02:15,http://156.238.248.80:8880/play/340.545664.m3u8
意甲 国际米兰VS帕尔马 赛场原声 02:30,http://156.238.248.80:8880/play/341.535716.m3u8
意甲 国际米兰VS帕尔马 刘腾 贺宇 02:15,http://156.238.248.80:8880/play/342.615994.m3u8
西甲 西班牙人VS皇家马德里 刘畅 孙雷 02:45,http://156.238.248.80:8880/play/343.141782.m3u8
西甲 西班牙人VS皇家马德里 赛场原声 02:45,http://156.238.248.80:8880/play/344.344381.m3u8
西甲 西班牙人VS皇家马德里 刘畅 孙雷 02:45,http://156.238.248.80:8880/play/345.266317.m3u8
NBA 活塞VS魔术 连睿 周鹏 03:25,http://156.238.248.80:8880/play/346.348384.m3u8
NBA 活塞VS魔术 英文原声 03:25,http://156.238.248.80:8880/play/347.990515.m3u8
NBA 骑士VS猛龙 李天宇 陈正昊 魏欣怡 07:10,http://156.238.248.80:8880/play/348.808026.m3u8
NBA 骑士VS猛龙 大史 07:25,http://156.238.248.80:8880/play/349.675978.m3u8
NBA 骑士VS猛龙 英文原声 07:25,http://156.238.248.80:8880/play/350.740980.m3u8
NBA 骑士VS猛龙 智能字幕 07:25,http://156.238.248.80:8880/play/351.172481.m3u8
咪咕体育日报 undefined 咪咕体育日报 第99期 08:00,http://156.238.248.80:8880/play/352.171209.m3u8
ATP 崔杰、张天汇、特日格乐轮番出战 赛场原声 12:00,http://156.238.248.80:8880/play/353.222671.m3u8
ATP 崔杰、张天汇、特日格乐轮番出战 1号场 12:00,http://156.238.248.80:8880/play/354.374112.m3u8
ATP 崔杰、张天汇、特日格乐轮番出战 4号场 12:00,http://156.238.248.80:8880/play/355.972629.m3u8
WTA 白卓璇 卢佳静率先出战 清流播出 12:00,http://156.238.248.80:8880/play/356.132960.m3u8
超三联赛 超三联赛 深圳争霸赛 小组赛Day1下午场 解说 12:55,http://156.238.248.80:8880/play/357.684011.m3u8
贵州村超 忠诚村足球队VS色边村足球队 2026赛季贵州村超联赛第二轮: 忠诚村VS色边村 14:10,http://156.238.248.80:8880/play/358.137606.m3u8
齐鲁超赛 聊城传奇农商行VS临沂队 2026山东省齐鲁足球超级联赛第二轮: 聊城传奇农商行VS临沂队 15:00,http://156.238.248.80:8880/play/359.209668.m3u8
中乙 泰安天贶VS上海海港B队 解说 15:20,http://156.238.248.80:8880/play/360.510656.m3u8
中乙 上海赛更达VS兰州陇原竞技 解说 15:20,http://156.238.248.80:8880/play/361.238732.m3u8
伦敦团体世乒赛 第七日热身区 热身区 16:00,http://156.238.248.80:8880/play/362.221583.m3u8
楚超 武汉华工科技队VS咸宁外星人队 2026湖北省城市足球联赛第三轮: 武汉华工科技vs咸宁外星人 15:50,http://156.238.248.80:8880/play/363.103920.m3u8
楚超 荆门金龙泉队VS宜昌东阳光队 2026湖北省城市足球联赛第三轮: 荆门金龙泉vs宜昌东阳光 15:50,http://156.238.248.80:8880/play/364.486080.m3u8
贵州村超 党调村贵州村徒队VS寿洞村足球队 2026赛季贵州村超联赛第二轮: 党调村贵州村徒队VS寿洞村 16:30,http://156.238.248.80:8880/play/365.655183.m3u8
伦敦团体世乒赛 1/16决赛 刘馨蕊 凌维康 17:00,http://156.238.248.80:8880/play/366.779218.m3u8
伦敦团体世乒赛 1/16决赛 热身区 16:00,http://156.238.248.80:8880/play/367.579739.m3u8
伦敦团体世乒赛 1/16决赛 1号桌 17:00,http://156.238.248.80:8880/play/368.578913.m3u8
伦敦团体世乒赛 1/16决赛 2号桌 17:00,http://156.238.248.80:8880/play/369.400616.m3u8
伦敦团体世乒赛 1/16决赛 3号桌 17:00,http://156.238.248.80:8880/play/370.440313.m3u8
伦敦团体世乒赛 1/16决赛 4号桌 17:00,http://156.238.248.80:8880/play/371.196969.m3u8
伦敦团体世乒赛 1/16决赛 4号桌 17:00,http://156.238.248.80:8880/play/372.428131.m3u8
伦敦团体世乒赛 1/16决赛 混采区 17:20,http://156.238.248.80:8880/play/373.723115.m3u8
伦敦团体世乒赛 1/16决赛 候场区 16:30,http://156.238.248.80:8880/play/374.723924.m3u8
伦敦团体世乒赛 1/16决赛 智能字幕 17:00,http://156.238.248.80:8880/play/375.849638.m3u8
城超 三角洲VS爱趣野库昊队 混采区 17:20,http://156.238.248.80:8880/play/376.728593.m3u8
贵州村超 深圳颖朗太阳能灯女队VS北京乌合女子足球队 2026赛季贵州村超联赛友谊赛: 深圳颖朗太阳能灯女队VS北京乌合女子足球队 18:30,http://156.238.248.80:8880/play/377.514656.m3u8
超三联赛 超三联赛 深圳争霸赛 开幕式及小组赛Day1晚间场 王冠证 18:25,http://156.238.248.80:8880/play/378.253464.m3u8
中乙 北京理工VS青岛红狮 解说 18:50,http://156.238.248.80:8880/play/379.860550.m3u8
中乙 武汉三镇B队VS湖北青年星 解说 19:20,http://156.238.248.80:8880/play/380.338225.m3u8
中乙 杭州临平吴越VS厦门飞鹭 解说 19:20,http://156.238.248.80:8880/play/381.928820.m3u8
中乙 海门珂缔缘VS山西崇德荣海 解说 19:20,http://156.238.248.80:8880/play/382.264483.m3u8
中乙 成都蓉城希拉谷VS广东铭途 解说 19:25,http://156.238.248.80:8880/play/383.632782.m3u8
闽超 三明队VS宁德队 2026福建省城市足球超级联赛第二轮: 三明VS宁德 19:00,http://156.238.248.80:8880/play/384.552673.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 秦正 庞卫国 19:20,http://156.238.248.80:8880/play/385.963140.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 1号桌 20:00,http://156.238.248.80:8880/play/386.622305.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 明星视角 19:20,http://156.238.248.80:8880/play/387.838856.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 孙嘉星 20:00,http://156.238.248.80:8880/play/388.942081.m3u8
英女超 阿斯顿维拉女足VS西汉姆联女足 林梦鸽 19:45,http://156.238.248.80:8880/play/389.142813.m3u8
英女超 阿斯顿维拉女足VS西汉姆联女足 赛场原声 19:45,http://156.238.248.80:8880/play/390.597833.m3u8
贵州村超 场坝龙泉井村队VS阳光村足球队 2026赛季贵州村超联赛第二轮: 场坝龙泉井村VS阳光村 20:30,http://156.238.248.80:8880/play/391.848442.m3u8
英超 切尔西VS诺丁汉森林 娄一晨 刘越 邵凌霄 21:30,http://156.238.248.80:8880/play/392.598892.m3u8
英超 切尔西VS诺丁汉森林 陈曦 陈熙荣 21:50,http://156.238.248.80:8880/play/393.527272.m3u8
英超 切尔西VS诺丁汉森林 英文原声 21:45,http://156.238.248.80:8880/play/394.893941.m3u8
英超 切尔西VS诺丁汉森林 赛场原声 21:45,http://156.238.248.80:8880/play/395.204004.m3u8
英超 切尔西VS诺丁汉森林 娄一晨 刘越 邵凌霄 21:30,http://156.238.248.80:8880/play/396.292524.m3u8
体育-明天,#genre#
伦敦团体世乒赛 1/16决赛 朱子恒 周冠达 00:00,http://156.238.248.80:8880/play/397.580315.m3u8
伦敦团体世乒赛 1/16决赛 热身区 16:00,http://156.238.248.80:8880/play/398.491155.m3u8
伦敦团体世乒赛 1/16决赛 1号桌 00:00,http://156.238.248.80:8880/play/399.369902.m3u8
伦敦团体世乒赛 1/16决赛 2号桌 00:00,http://156.238.248.80:8880/play/400.193593.m3u8
伦敦团体世乒赛 1/16决赛 3号桌 00:00,http://156.238.248.80:8880/play/401.706112.m3u8
伦敦团体世乒赛 1/16决赛 4号桌 00:00,http://156.238.248.80:8880/play/402.587449.m3u8
伦敦团体世乒赛 1/16决赛 混采区 00:20,http://156.238.248.80:8880/play/403.769853.m3u8
伦敦团体世乒赛 1/16决赛 候场区 23:30,http://156.238.248.80:8880/play/404.693361.m3u8
伦敦团体世乒赛 1/16决赛 英文解说 00:00,http://156.238.248.80:8880/play/405.882553.m3u8
意甲 克雷莫内塞VS拉齐奥 刘焕 00:15,http://156.238.248.80:8880/play/406.687493.m3u8
意甲 克雷莫内塞VS拉齐奥 赛场原声 00:15,http://156.238.248.80:8880/play/407.814035.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 秦正 庞卫国 01:30,http://156.238.248.80:8880/play/408.864593.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 1号桌 02:00,http://156.238.248.80:8880/play/409.348279.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 明星视角 01:30,http://156.238.248.80:8880/play/410.896616.m3u8
斯诺克 肖恩·墨菲VS吴宜泽 柏林 02:00,http://156.238.248.80:8880/play/411.733709.m3u8
意甲 罗马VS佛罗伦萨 吴桐 02:30,http://156.238.248.80:8880/play/412.494018.m3u8
意甲 罗马VS佛罗伦萨 赛场原声 02:30,http://156.238.248.80:8880/play/413.364207.m3u8
英超 埃弗顿VS曼城 刘畅 颜强 李子琪 02:30,http://156.238.248.80:8880/play/414.371002.m3u8
英超 埃弗顿VS曼城 江忠德 02:45,http://156.238.248.80:8880/play/415.228611.m3u8
英超 埃弗顿VS曼城 英文原声 02:45,http://156.238.248.80:8880/play/416.329348.m3u8
英超 埃弗顿VS曼城 赛场原声 02:45,http://156.238.248.80:8880/play/417.806789.m3u8
英超 埃弗顿VS曼城 刘畅 颜强 李子琪 02:30,http://156.238.248.80:8880/play/418.842862.m3u8
西甲 塞维利亚VS皇家社会 李霄 02:45,http://156.238.248.80:8880/play/419.480974.m3u8
西甲 塞维利亚VS皇家社会 赛场原声 02:45,http://156.238.248.80:8880/play/420.818356.m3u8
西甲 塞维利亚VS皇家社会 李霄 02:45,http://156.238.248.80:8880/play/421.228692.m3u8
咪咕体育日报 undefined 咪咕体育日报 第100期 08:00,http://156.238.248.80:8880/play/422.920669.m3u8
WTA 江西网球公开赛Day2 清流播出 11:00,http://156.238.248.80:8880/play/423.463583.m3u8
ATP 无锡网球公开赛Day3 赛场原声 12:00,http://156.238.248.80:8880/play/424.859805.m3u8
超三联赛 超三联赛 深圳争霸赛 小组赛Day2下午场 解说 12:55,http://156.238.248.80:8880/play/425.768381.m3u8
贵州村超 仁吉村村牛足球队VS俾吊岑村足球队 2026赛季贵州村超联赛第二轮: 仁吉村村牛队VS俾吊岑村 14:10,http://156.238.248.80:8880/play/426.300282.m3u8
中乙 大连英博B队VS大连可为 解说 14:50,http://156.238.248.80:8880/play/427.294915.m3u8
吴越杯 绍兴队VS湖州队 2026浙江省城市足球联赛第七轮: 绍兴VS湖州 14:45,http://156.238.248.80:8880/play/428.791224.m3u8
齐鲁超赛 枣庄丰源轮胎队VS潍坊队 2026省齐鲁足球超级联赛第二轮: 枣庄丰源轮胎队VS潍坊队 15:00,http://156.238.248.80:8880/play/429.975551.m3u8
吴越杯 舟山队VS宁波队 2026浙江省城市足球联赛第七轮: 舟山VS宁波 14:45,http://156.238.248.80:8880/play/430.903991.m3u8
吴越杯 丽水队VS嘉兴队 2026浙江省城市足球联赛第七轮: 丽水VS嘉兴 14:45,http://156.238.248.80:8880/play/431.738365.m3u8
吴越杯 台州队VS杭州队 2026浙江省城市足球联赛第七轮: 台州VS杭州 14:45,http://156.238.248.80:8880/play/432.955213.m3u8
中乙 深圳二零二八VS江西庐山 解说 15:50,http://156.238.248.80:8880/play/433.820435.m3u8
中乙 长春喜都VS山东泰山B队 解说 15:50,http://156.238.248.80:8880/play/434.588186.m3u8
伦敦团体世乒赛 第八日热身区 热身区 16:00,http://156.238.248.80:8880/play/435.572348.m3u8
贵州村超 平永村足球队VS党相村塔石羊瘪队 2026赛季贵州村超联赛第二轮: 平永村VS党相村塔石羊瘪队 16:30,http://156.238.248.80:8880/play/436.697954.m3u8
伦敦团体世乒赛 1/16决赛 凌维康 刘馨蕊 17:00,http://156.238.248.80:8880/play/437.248063.m3u8
伦敦团体世乒赛 1/16决赛 热身区 16:00,http://156.238.248.80:8880/play/438.874101.m3u8
伦敦团体世乒赛 1/16决赛 1号桌 17:00,http://156.238.248.80:8880/play/439.424786.m3u8
伦敦团体世乒赛 1/16决赛 2号桌 17:00,http://156.238.248.80:8880/play/440.369395.m3u8
伦敦团体世乒赛 1/16决赛 3号桌 17:00,http://156.238.248.80:8880/play/441.634506.m3u8
伦敦团体世乒赛 1/16决赛 4号桌 17:00,http://156.238.248.80:8880/play/442.635268.m3u8
伦敦团体世乒赛 1/16决赛 候场区 16:30,http://156.238.248.80:8880/play/443.760129.m3u8
伦敦团体世乒赛 1/16决赛 混采区 17:20,http://156.238.248.80:8880/play/444.342411.m3u8
伦敦团体世乒赛 1/16决赛 智能字幕 17:00,http://156.238.248.80:8880/play/445.873192.m3u8
国青男篮热身赛 澳大利亚阿尔法篮球学院队VS犹他预科篮球队 清流播出 17:50,http://156.238.248.80:8880/play/446.602371.m3u8
贵州村超 水尾村足球队VS小堡村足球队 2026赛季贵州村超联赛第二轮: 水尾村VS小堡村 18:30,http://156.238.248.80:8880/play/447.778909.m3u8
中超 青岛西海岸VS天津津门虎 孙雨轩 张辛昕 18:45,http://156.238.248.80:8880/play/448.543922.m3u8
中超 青岛西海岸VS天津津门虎 赛场原声 18:45,http://156.238.248.80:8880/play/449.112695.m3u8
超三联赛 超三联赛 深圳争霸赛 小组赛Day2晚间场 蔡凯臣 18:55,http://156.238.248.80:8880/play/450.789325.m3u8
中乙 赣州瑞狮VS贵州贵阳竞技 解说 19:20,http://156.238.248.80:8880/play/451.566803.m3u8
中乙 温州俱乐部VS广州蒲公英 解说 19:20,http://156.238.248.80:8880/play/452.326797.m3u8
吴越杯 金华队VS衢州队 2026浙江省城市足球联赛第七轮: 金华VS衢州 19:15,http://156.238.248.80:8880/play/453.892287.m3u8
中超 辽宁铁人楠波湾VS成都蓉城 李欣 杨晨 郭小仙儿 19:00,http://156.238.248.80:8880/play/454.698904.m3u8
中超 辽宁铁人楠波湾VS成都蓉城 赛场原声 19:20,http://156.238.248.80:8880/play/455.359434.m3u8
中超 山东泰山VS上海申花 苏东 徐阳 李子琪 18:30,http://156.238.248.80:8880/play/456.761657.m3u8
中超 山东泰山VS上海申花 4K赛场原声 19:20,http://156.238.248.80:8880/play/457.423772.m3u8
中超 山东泰山VS上海申花 山东泰山球星视角 19:20,http://156.238.248.80:8880/play/458.465794.m3u8
中超 山东泰山VS上海申花 上海申花球星视角 19:20,http://156.238.248.80:8880/play/459.428596.m3u8
中超 山东泰山VS上海申花 涂远 19:20,http://156.238.248.80:8880/play/460.566258.m3u8
中超 山东泰山VS上海申花 数智战术视角 19:30,http://156.238.248.80:8880/play/461.491332.m3u8
川超 德阳重装队VS自贡灯城燊龙队 2026赛季四川省城市足球联赛第9轮：德阳重装队vs自贡灯城燊龙队 18:35,http://156.238.248.80:8880/play/462.608696.m3u8
川超 凉山好医生队VS绵阳九洲长虹队 2026赛季四川省城市足球联赛第9轮：凉山好医生队vs绵阳九洲长虹队 18:35,http://156.238.248.80:8880/play/463.496600.m3u8
川超 宜宾长江首城队VS南充丝绸源点队 2026赛季四川省城市足球联赛第9轮：宜宾长江首城队vs南充丝绸源点队 18:35,http://156.238.248.80:8880/play/464.403572.m3u8
川超 成都锦城队VS达州川汉子队 2026赛季四川省城市足球联赛第9轮：成都锦城队vs达州川汉子队 18:35,http://156.238.248.80:8880/play/465.836489.m3u8
闽超 龙岩队VS平潭队 2026福建省城市足球超级联赛第二轮: 龙岩VS平潭 19:00,http://156.238.248.80:8880/play/466.679419.m3u8
中超 重庆铜梁龙VS河南俱乐部彩陶坊 袁甲 徐云龙 19:45,http://156.238.248.80:8880/play/467.717287.m3u8
中超 重庆铜梁龙VS河南俱乐部彩陶坊 赛场原声 19:45,http://156.238.248.80:8880/play/468.251354.m3u8
国青男篮热身赛 中国U17男篮VS新西兰U17男篮 石楷文 19:50,http://156.238.248.80:8880/play/469.973544.m3u8
国青男篮热身赛 中国U17男篮VS新西兰U17男篮 赛场原声 19:50,http://156.238.248.80:8880/play/470.163694.m3u8
贵州村超 扒王村足球队VS场坝大河口将军岩队 2026赛季贵州村超联赛第二轮: 扒王村VS场坝大河口将军岩队 20:30,http://156.238.248.80:8880/play/471.449035.m3u8
全网通频,#genre#
CCTV1,http://156.238.248.80:8880/play/472.617176.m3u8
CCTV2,http://156.238.248.80:8880/play/473.517893.m3u8
CCTV3,http://156.238.248.80:8880/play/474.319901.m3u8
CCTV4,http://156.238.248.80:8880/play/475.922425.m3u8
CCTV5,http://156.238.248.80:8880/play/476.278627.m3u8
CCTV5+,http://156.238.248.80:8880/play/477.277378.m3u8
CCTV6,http://156.238.248.80:8880/play/478.803776.m3u8
CCTV7,http://156.238.248.80:8880/play/479.365561.m3u8
CCTV8,http://156.238.248.80:8880/play/480.666214.m3u8
CCTV9,http://156.238.248.80:8880/play/481.952492.m3u8
CCTV10,http://156.238.248.80:8880/play/482.280998.m3u8
CCTV11,http://156.238.248.80:8880/play/483.552396.m3u8
CCTV12,http://156.238.248.80:8880/play/484.812040.m3u8
CCTV13,http://156.238.248.80:8880/play/485.499235.m3u8
CCTV14,http://156.238.248.80:8880/play/486.155242.m3u8
CCTV15,http://156.238.248.80:8880/play/487.912456.m3u8
CCTV16,http://156.238.248.80:8880/play/488.167828.m3u8
CCTV17,http://156.238.248.80:8880/play/489.128397.m3u8
北京卫视,http://156.238.248.80:8880/play/490.720926.m3u8
东方卫视,http://156.238.248.80:8880/play/491.446623.m3u8
浙江卫视,http://156.238.248.80:8880/play/492.517859.m3u8
江苏卫视,http://156.238.248.80:8880/play/493.793660.m3u8
湖南卫视,http://156.238.248.80:8880/play/494.264591.m3u8
广东卫视,http://156.238.248.80:8880/play/495.523180.m3u8
深圳卫视,http://156.238.248.80:8880/play/496.317217.m3u8
天津卫视,http://156.238.248.80:8880/play/497.385511.m3u8
安徽卫视,http://156.238.248.80:8880/play/498.554548.m3u8
山东卫视,http://156.238.248.80:8880/play/499.546740.m3u8
辽宁卫视,http://156.238.248.80:8880/play/500.944709.m3u8
河北卫视,http://156.238.248.80:8880/play/501.624553.m3u8
河南卫视,http://156.238.248.80:8880/play/502.593714.m3u8
江西卫视,http://156.238.248.80:8880/play/503.405280.m3u8
四川卫视,http://156.238.248.80:8880/play/504.371517.m3u8
重庆卫视,http://156.238.248.80:8880/play/505.734976.m3u8
贵州卫视,http://156.238.248.80:8880/play/506.578529.m3u8
湖北卫视,http://156.238.248.80:8880/play/507.860410.m3u8
广西卫视,http://156.238.248.80:8880/play/508.803437.m3u8
东南卫视,http://156.238.248.80:8880/play/509.396034.m3u8
海南卫视,http://156.238.248.80:8880/play/510.488796.m3u8
青海卫视,http://156.238.248.80:8880/play/511.264726.m3u8
吉林卫视,http://156.238.248.80:8880/play/512.642896.m3u8
黑龙江视,http://156.238.248.80:8880/play/513.291221.m3u8
咪咕js频,#genre#
CCTV1,http://156.238.248.80:8880/play/514.945056.m3u8
CCTV2,http://156.238.248.80:8880/play/515.442553.m3u8
CCTV3,http://156.238.248.80:8880/play/516.848941.m3u8
CCTV4,http://156.238.248.80:8880/play/517.277196.m3u8
CCTV5,http://156.238.248.80:8880/play/518.468869.m3u8
CCTV5+,http://156.238.248.80:8880/play/519.431537.m3u8
CCTV6,http://156.238.248.80:8880/play/520.585877.m3u8
CCTV7,http://156.238.248.80:8880/play/521.798124.m3u8
CCTV8,http://156.238.248.80:8880/play/522.927901.m3u8
CCTV9,http://156.238.248.80:8880/play/523.975758.m3u8
CCTV10,http://156.238.248.80:8880/play/524.100001.m3u8
CCTV11,http://156.238.248.80:8880/play/525.132824.m3u8
CCTV12,http://156.238.248.80:8880/play/526.575407.m3u8
CCTV13,http://156.238.248.80:8880/play/527.370737.m3u8
CCTV14,http://156.238.248.80:8880/play/528.995686.m3u8
CCTV15,http://156.238.248.80:8880/play/529.731856.m3u8
CCTV16,http://156.238.248.80:8880/play/530.589668.m3u8
CCTV17,http://156.238.248.80:8880/play/531.412367.m3u8
浙江卫视4K,http://156.238.248.80:8880/play/532.405169.m3u8
广东卫视,http://156.238.248.80:8880/play/533.384210.m3u8
江苏卫视4K,http://156.238.248.80:8880/play/534.772762.m3u8
东方卫视,http://156.238.248.80:8880/play/535.439634.m3u8
湖北卫视,http://156.238.248.80:8880/play/536.327029.m3u8
吉林卫视,http://156.238.248.80:8880/play/537.873851.m3u8
河南卫视,http://156.238.248.80:8880/play/538.719396.m3u8
东南卫视,http://156.238.248.80:8880/play/539.210578.m3u8
海南卫视,http://156.238.248.80:8880/play/540.940526.m3u8
湖南卫视4K,http://156.238.248.80:8880/play/541.365397.m3u8
北京卫视,http://156.238.248.80:8880/play/542.203302.m3u8
黑龙江卫视,http://156.238.248.80:8880/play/543.594639.m3u8
吉林卫视,http://156.238.248.80:8880/play/544.549363.m3u8
辽宁卫视,http://156.238.248.80:8880/play/545.983337.m3u8
内蒙古卫视,http://156.238.248.80:8880/play/546.749541.m3u8
甘肃卫视,http://156.238.248.80:8880/play/547.633767.m3u8
山西卫视,http://156.238.248.80:8880/play/548.818338.m3u8
山东卫视,http://156.238.248.80:8880/play/549.686049.m3u8
安徽卫视,http://156.238.248.80:8880/play/550.922588.m3u8
深圳卫视,http://156.238.248.80:8880/play/551.730427.m3u8
广西卫视,http://156.238.248.80:8880/play/552.402047.m3u8
云南卫视,http://156.238.248.80:8880/play/553.892133.m3u8
贵州卫视,http://156.238.248.80:8880/play/554.415163.m3u8
四川卫视,http://156.238.248.80:8880/play/555.433443.m3u8
广东潮州,#genre#
广东卫视,http://156.238.248.80:8880/play/556.665821.m3u8
汕头综合,http://156.238.248.80:8880/play/557.355868.m3u8
汕头经济,http://156.238.248.80:8880/play/558.742910.m3u8
揭阳综合,http://156.238.248.80:8880/play/559.802657.m3u8
揭阳公共,http://156.238.248.80:8880/play/560.307980.m3u8
CCTV-1综合,http://156.238.248.80:8880/play/561.671613.m3u8
CCTV-2财经,http://156.238.248.80:8880/play/562.694320.m3u8
CCTV-3综艺,http://156.238.248.80:8880/play/563.167145.m3u8
CCTV-4中文国际,http://156.238.248.80:8880/play/564.604323.m3u8
CCTV-5体育,http://156.238.248.80:8880/play/565.648576.m3u8
CCTV-6电影,http://156.238.248.80:8880/play/566.165451.m3u8
CCTV-7国防军事,http://156.238.248.80:8880/play/567.376435.m3u8
CCTV-8电视剧,http://156.238.248.80:8880/play/568.813504.m3u8
CCTV-9纪录,http://156.238.248.80:8880/play/569.614067.m3u8
CCTV-10科教,http://156.238.248.80:8880/play/570.986340.m3u8
CCTV-11戏曲,http://156.238.248.80:8880/play/571.115204.m3u8
CCTV-12社会与法,http://156.238.248.80:8880/play/572.936698.m3u8
CCTV-13新闻,http://156.238.248.80:8880/play/573.225657.m3u8
CCTV-14少儿,http://156.238.248.80:8880/play/574.504005.m3u8
CCTV-15音乐,http://156.238.248.80:8880/play/575.590993.m3u8
CCTV-16奥林匹克,http://156.238.248.80:8880/play/576.606440.m3u8
CCTV-17农业农村,http://156.238.248.80:8880/play/577.375403.m3u8
黑龙江卫视,http://156.238.248.80:8880/play/578.889247.m3u8
山东卫视高清,http://156.238.248.80:8880/play/579.197451.m3u8
河北卫视,http://156.238.248.80:8880/play/580.484595.m3u8
