央视卫视,#genre#
河南卫视,http://156.238.248.80:8880/play/581.136420.m3u8
山东教育,http://156.238.248.80:8880/play/582.555819.m3u8
湖北卫视,http://156.238.248.80:8880/play/583.632906.m3u8
吉林卫视,http://156.238.248.80:8880/play/584.611631.m3u8
山西卫视,http://156.238.248.80:8880/play/585.893753.m3u8
江西卫视,http://156.238.248.80:8880/play/586.545193.m3u8
贵州卫视,http://156.238.248.80:8880/play/587.696176.m3u8
宁夏卫视,http://156.238.248.80:8880/play/588.349999.m3u8
内蒙古,http://156.238.248.80:8880/play/589.898868.m3u8
海南卫视,http://156.238.248.80:8880/play/590.515689.m3u8
广西卫视,http://156.238.248.80:8880/play/591.752521.m3u8
四川卫视,http://156.238.248.80:8880/play/592.767944.m3u8
东南卫视,http://156.238.248.80:8880/play/593.169455.m3u8
广东珠江,http://156.238.248.80:8880/play/594.851936.m3u8
广东新闻,http://156.238.248.80:8880/play/595.986852.m3u8
广州影视,http://156.238.248.80:8880/play/596.802444.m3u8
广州综合,http://156.238.248.80:8880/play/597.513230.m3u8
佛山影视,http://156.238.248.80:8880/play/598.437390.m3u8
佛山顺德,http://156.238.248.80:8880/play/599.224862.m3u8
河源综合,http://156.238.248.80:8880/play/600.371912.m3u8
梅州综合,http://156.238.248.80:8880/play/601.152854.m3u8
深圳卫视,http://156.238.248.80:8880/play/602.633790.m3u8
深圳都市,http://156.238.248.80:8880/play/603.334660.m3u8
深圳龙岗频道,http://156.238.248.80:8880/play/604.804953.m3u8
深圳电视剧,http://156.238.248.80:8880/play/605.891468.m3u8
CCTV世界地理,http://156.238.248.80:8880/play/606.633414.m3u8
第一剧场,http://156.238.248.80:8880/play/607.790703.m3u8
怀旧剧场,http://156.238.248.80:8880/play/608.256446.m3u8
风云剧场,http://156.238.248.80:8880/play/609.992112.m3u8
天气预报,http://156.238.248.80:8880/play/610.311755.m3u8
福建电信,#genre#
CCTV1,http://156.238.248.80:8880/play/611.621261.m3u8
CCTV2,http://156.238.248.80:8880/play/612.835156.m3u8
CCTV3,http://156.238.248.80:8880/play/613.185582.m3u8
CCTV4,http://156.238.248.80:8880/play/614.873516.m3u8
CCTV5,http://156.238.248.80:8880/play/615.861182.m3u8
CCTV5+,http://156.238.248.80:8880/play/616.174897.m3u8
CCTV6,http://156.238.248.80:8880/play/617.610973.m3u8
CCTV7,http://156.238.248.80:8880/play/618.546314.m3u8
CCTV8,http://156.238.248.80:8880/play/619.737800.m3u8
CCTV9,http://156.238.248.80:8880/play/620.994859.m3u8
CCTV10,http://156.238.248.80:8880/play/621.436040.m3u8
CCTV11,http://156.238.248.80:8880/play/622.377574.m3u8
CCTV12,http://156.238.248.80:8880/play/623.193154.m3u8
CCTV13,http://156.238.248.80:8880/play/624.819937.m3u8
CCTV14,http://156.238.248.80:8880/play/625.356066.m3u8
CCTV15,http://156.238.248.80:8880/play/626.982393.m3u8
CCTV16,http://156.238.248.80:8880/play/627.799736.m3u8
CCTV17,http://156.238.248.80:8880/play/628.991609.m3u8
CGTN新闻,http://156.238.248.80:8880/play/629.779396.m3u8
CCGTN纪录,http://156.238.248.80:8880/play/630.116434.m3u8
CGTN西班牙语,http://156.238.248.80:8880/play/631.198365.m3u8
CGTN法语,http://156.238.248.80:8880/play/632.552190.m3u8
CGTN阿拉伯语,http://156.238.248.80:8880/play/633.163959.m3u8
CGTN俄语,http://156.238.248.80:8880/play/634.457524.m3u8
CGTN俄语,http://156.238.248.80:8880/play/635.171583.m3u8
北京卫视,http://156.238.248.80:8880/play/636.791322.m3u8
天津卫视,http://156.238.248.80:8880/play/637.329938.m3u8
河北卫视,http://156.238.248.80:8880/play/638.397734.m3u8
山西卫视,http://156.238.248.80:8880/play/639.924214.m3u8
内蒙古卫视,http://156.238.248.80:8880/play/640.771131.m3u8
辽宁卫视,http://156.238.248.80:8880/play/641.711852.m3u8
吉林卫视,http://156.238.248.80:8880/play/642.850237.m3u8
延边卫视,http://156.238.248.80:8880/play/643.396556.m3u8
黑龙江卫视,http://156.238.248.80:8880/play/644.403751.m3u8
东方卫视,http://156.238.248.80:8880/play/645.914472.m3u8
江苏卫视,http://156.238.248.80:8880/play/646.490647.m3u8
浙江卫视,http://156.238.248.80:8880/play/647.172400.m3u8
安徽卫视,http://156.238.248.80:8880/play/648.564779.m3u8
东南卫视,http://156.238.248.80:8880/play/649.993908.m3u8
海峡卫视,http://156.238.248.80:8880/play/650.360969.m3u8
厦门卫视,http://156.238.248.80:8880/play/651.195019.m3u8
江西卫视,http://156.238.248.80:8880/play/652.407284.m3u8
山东卫视,http://156.238.248.80:8880/play/653.922148.m3u8
河南卫视,http://156.238.248.80:8880/play/654.510389.m3u8
湖北卫视,http://156.238.248.80:8880/play/655.173300.m3u8
湖南卫视,http://156.238.248.80:8880/play/656.615780.m3u8
广东卫视,http://156.238.248.80:8880/play/657.269236.m3u8
深圳卫视,http://156.238.248.80:8880/play/658.419173.m3u8
广西卫视,http://156.238.248.80:8880/play/659.874059.m3u8
海南卫视,http://156.238.248.80:8880/play/660.448691.m3u8
三沙卫视,http://156.238.248.80:8880/play/661.634097.m3u8
重庆卫视,http://156.238.248.80:8880/play/662.117005.m3u8
四川卫视,http://156.238.248.80:8880/play/663.441423.m3u8
康巴卫视,http://156.238.248.80:8880/play/664.430584.m3u8
贵州卫视,http://156.238.248.80:8880/play/665.787347.m3u8
云南卫视,http://156.238.248.80:8880/play/666.118100.m3u8
西藏卫视,http://156.238.248.80:8880/play/667.267414.m3u8
陕西卫视,http://156.238.248.80:8880/play/668.662210.m3u8
甘肃卫视,http://156.238.248.80:8880/play/669.563135.m3u8
青海卫视,http://156.238.248.80:8880/play/670.331877.m3u8
宁夏卫视,http://156.238.248.80:8880/play/671.988889.m3u8
新疆卫视,http://156.238.248.80:8880/play/672.675662.m3u8
兵团卫视,http://156.238.248.80:8880/play/673.894292.m3u8
北京纪实科教,http://156.238.248.80:8880/play/674.588521.m3u8
金鹰纪实,http://156.238.248.80:8880/play/675.638691.m3u8
山东教育卫视,http://156.238.248.80:8880/play/676.901770.m3u8
卡酷少儿,http://156.238.248.80:8880/play/677.210771.m3u8
金鹰卡通,http://156.238.248.80:8880/play/678.459236.m3u8
哈哈炫动,http://156.238.248.80:8880/play/679.824858.m3u8
嘉佳卡通,http://156.238.248.80:8880/play/680.427076.m3u8
优漫卡通,http://156.238.248.80:8880/play/681.594897.m3u8
凤凰卫视资讯台,http://156.238.248.80:8880/play/682.751263.m3u8
凤凰卫视中文台,http://156.238.248.80:8880/play/683.243843.m3u8
风云足球,http://156.238.248.80:8880/play/684.797124.m3u8
高尔夫·网球,http://156.238.248.80:8880/play/685.401231.m3u8
风云音乐,http://156.238.248.80:8880/play/686.105384.m3u8
第一剧场,http://156.238.248.80:8880/play/687.650231.m3u8
怀旧剧场,http://156.238.248.80:8880/play/688.180929.m3u8
风云剧场,http://156.238.248.80:8880/play/689.748178.m3u8
世界地理,http://156.238.248.80:8880/play/690.929961.m3u8
兵器科技,http://156.238.248.80:8880/play/691.296882.m3u8
央视台球,http://156.238.248.80:8880/play/692.746338.m3u8
CHC家庭影院,http://156.238.248.80:8880/play/693.330497.m3u8
CHC影迷电影,http://156.238.248.80:8880/play/694.743418.m3u8
CHC动作电影,http://156.238.248.80:8880/play/695.648982.m3u8
优优宝贝,http://156.238.248.80:8880/play/696.690056.m3u8
新动漫,http://156.238.248.80:8880/play/697.468637.m3u8
东方财经,http://156.238.248.80:8880/play/698.151574.m3u8
动漫秀场,http://156.238.248.80:8880/play/699.684201.m3u8
乐游,http://156.238.248.80:8880/play/700.642493.m3u8
法治天地,http://156.238.248.80:8880/play/701.279707.m3u8
都市剧场,http://156.238.248.80:8880/play/702.954638.m3u8
金色学堂,http://156.238.248.80:8880/play/703.718129.m3u8
生活时尚,http://156.238.248.80:8880/play/704.500107.m3u8
茶,http://156.238.248.80:8880/play/705.669148.m3u8
先锋乒羽,http://156.238.248.80:8880/play/706.538479.m3u8
快乐垂钓,http://156.238.248.80:8880/play/707.652212.m3u8
睛彩竞技,http://156.238.248.80:8880/play/708.334341.m3u8
睛彩青少,http://156.238.248.80:8880/play/709.732945.m3u8
睛彩篮球,http://156.238.248.80:8880/play/710.484892.m3u8
爱情喜剧,http://156.238.248.80:8880/play/711.611252.m3u8
潮妈辣婆,http://156.238.248.80:8880/play/712.314878.m3u8
动作电影,http://156.238.248.80:8880/play/713.446784.m3u8
古装剧场,http://156.238.248.80:8880/play/714.246849.m3u8
家庭剧场,http://156.238.248.80:8880/play/715.591801.m3u8
金牌综艺,http://156.238.248.80:8880/play/716.640470.m3u8
惊悚悬疑,http://156.238.248.80:8880/play/717.581153.m3u8
精彩轮播,http://156.238.248.80:8880/play/718.274800.m3u8
精品大剧,http://156.238.248.80:8880/play/719.669705.m3u8
精品纪录,http://156.238.248.80:8880/play/720.796426.m3u8
精品萌宠,http://156.238.248.80:8880/play/721.650420.m3u8
精品体育,http://156.238.248.80:8880/play/722.884283.m3u8
军旅剧场,http://156.238.248.80:8880/play/723.624221.m3u8
军事评论,http://156.238.248.80:8880/play/724.789626.m3u8
热播精选,http://156.238.248.80:8880/play/725.424500.m3u8
炫舞未来,http://156.238.248.80:8880/play/726.325477.m3u8
中国功夫,http://156.238.248.80:8880/play/727.522795.m3u8
哒啵电竞,http://156.238.248.80:8880/play/728.352134.m3u8
哒啵赛事,http://156.238.248.80:8880/play/729.888382.m3u8
黑莓电影,http://156.238.248.80:8880/play/730.363171.m3u8
黑莓动画,http://156.238.248.80:8880/play/731.983070.m3u8
天下足球,http://156.238.248.80:8880/play/732.814635.m3u8
上海新闻综合,http://156.238.248.80:8880/play/733.668626.m3u8
东方影视,http://156.238.248.80:8880/play/734.910897.m3u8
第一财经,http://156.238.248.80:8880/play/735.372305.m3u8
五星体育,http://156.238.248.80:8880/play/736.880548.m3u8
上海都市,http://156.238.248.80:8880/play/737.610622.m3u8
上海教育,http://156.238.248.80:8880/play/738.258524.m3u8
福建综合,http://156.238.248.80:8880/play/739.226634.m3u8
福建公共,http://156.238.248.80:8880/play/740.274751.m3u8
福建新闻,http://156.238.248.80:8880/play/741.298024.m3u8
福建电视剧,http://156.238.248.80:8880/play/742.195841.m3u8
福建旅游,http://156.238.248.80:8880/play/743.425374.m3u8
福建生活,http://156.238.248.80:8880/play/744.480944.m3u8
福建文体,http://156.238.248.80:8880/play/745.956065.m3u8
福建文体,http://156.238.248.80:8880/play/746.551839.m3u8
福建少儿,http://156.238.248.80:8880/play/747.732544.m3u8
福建教育,http://156.238.248.80:8880/play/748.883036.m3u8
体育频频,#genre#
广东体育,http://156.238.248.80:8880/play/749.260092.m3u8
五星体育,http://156.238.248.80:8880/play/750.819297.m3u8
五星体育,http://156.238.248.80:8880/play/751.800070.m3u8
港湾频道,#genre#
澳视澳门,http://156.238.248.80:8880/play/752.755559.m3u8
澳视卫星,http://156.238.248.80:8880/play/753.219211.m3u8
澳门体育,http://156.238.248.80:8880/play/754.266342.m3u8
澳门综艺,http://156.238.248.80:8880/play/755.700660.m3u8
澳门莲花,http://156.238.248.80:8880/play/756.828768.m3u8
华丽翡翠台,http://156.238.248.80:8880/play/757.156527.m3u8
TVB1,http://156.238.248.80:8880/play/758.693682.m3u8
TVBJ,http://156.238.248.80:8880/play/759.506444.m3u8
TVB翡翠剧集台,http://156.238.248.80:8880/play/760.297219.m3u8
TVB亚洲武侠,http://156.238.248.80:8880/play/761.474485.m3u8
娱乐新闻台,http://156.238.248.80:8880/play/762.504043.m3u8
TVB星河,http://156.238.248.80:8880/play/763.466435.m3u8
天映频道,http://156.238.248.80:8880/play/764.748772.m3u8
天映经典,http://156.238.248.80:8880/play/765.626955.m3u8
千禧经典台,http://156.238.248.80:8880/play/766.932902.m3u8
ASTRO AOD,http://156.238.248.80:8880/play/767.677742.m3u8
ASTRO AEC,http://156.238.248.80:8880/play/768.865481.m3u8
ASTRO 欢喜台,http://156.238.248.80:8880/play/769.678019.m3u8
IQIYI,http://156.238.248.80:8880/play/770.164524.m3u8
八度空间,http://156.238.248.80:8880/play/771.875354.m3u8
CHANNEL 5,http://156.238.248.80:8880/play/772.454176.m3u8
CHANNEL 8,http://156.238.248.80:8880/play/773.817748.m3u8
CHANNEL U,http://156.238.248.80:8880/play/774.316730.m3u8
香港面包,http://156.238.248.80:8880/play/775.318708.m3u8
中天新闻,http://156.238.248.80:8880/play/776.260313.m3u8
民視第一台,http://156.238.248.80:8880/play/777.256545.m3u8
民視第一台,http://156.238.248.80:8880/play/778.676861.m3u8
民視台灣台,http://156.238.248.80:8880/play/779.205562.m3u8
民視台灣台,http://156.238.248.80:8880/play/780.918733.m3u8
民視,http://156.238.248.80:8880/play/781.109965.m3u8
民視,http://156.238.248.80:8880/play/782.725469.m3u8
ARIRANG阿里郎頻道,http://156.238.248.80:8880/play/783.869856.m3u8
原住民族電視台,http://156.238.248.80:8880/play/784.551412.m3u8
公視戲劇,http://156.238.248.80:8880/play/785.920196.m3u8
民視影劇,http://156.238.248.80:8880/play/786.115715.m3u8
經典電影台,http://156.238.248.80:8880/play/787.873202.m3u8
民視綜藝,http://156.238.248.80:8880/play/788.141472.m3u8
豬哥亮歌廳秀,http://156.238.248.80:8880/play/789.810493.m3u8
民視旅遊,http://156.238.248.80:8880/play/790.482468.m3u8
滾動力 Rollor,http://156.238.248.80:8880/play/791.268028.m3u8
經典卡通台,http://156.238.248.80:8880/play/792.149085.m3u8
精選動漫台,http://156.238.248.80:8880/play/793.285179.m3u8
ELTV生活英語台,http://156.238.248.80:8880/play/794.251759.m3u8
NHK 新聞資訊台,http://156.238.248.80:8880/play/795.711863.m3u8
民視新聞,http://156.238.248.80:8880/play/796.889328.m3u8
民視新聞,http://156.238.248.80:8880/play/797.975192.m3u8
半島國際新聞台,http://156.238.248.80:8880/play/798.126371.m3u8
CNBC Asia 財經台,http://156.238.248.80:8880/play/799.616368.m3u8
DW德國之聲,http://156.238.248.80:8880/play/800.981101.m3u8
NOW新闻台,http://156.238.248.80:8880/play/801.226513.m3u8
VIUTV,http://156.238.248.80:8880/play/802.870162.m3u8
龙华电影,http://156.238.248.80:8880/play/803.707261.m3u8
龙华戏剧,http://156.238.248.80:8880/play/804.156235.m3u8
龙华日韩,http://156.238.248.80:8880/play/805.135075.m3u8
龙华偶像,http://156.238.248.80:8880/play/806.215197.m3u8
龙华经典,http://156.238.248.80:8880/play/807.223437.m3u8
邵氏电影,http://156.238.248.80:8880/play/808.735323.m3u8
邵氏武侠,http://156.238.248.80:8880/play/809.509262.m3u8
邵氏动作,http://156.238.248.80:8880/play/810.534995.m3u8
邵氏喜剧,http://156.238.248.80:8880/play/811.832458.m3u8
粤港频道,#genre#
翡翠台,http://156.238.248.80:8880/play/812.404152.m3u8
TVB PLUS,http://156.238.248.80:8880/play/813.696095.m3u8
明珠台,http://156.238.248.80:8880/play/814.752219.m3u8
VIUTV,http://156.238.248.80:8880/play/815.988988.m3u8
VIUTVSIX,http://156.238.248.80:8880/play/816.497894.m3u8
TVB星河,http://156.238.248.80:8880/play/817.335016.m3u8
天映新加坡,http://156.238.248.80:8880/play/818.509524.m3u8
千禧经典台,http://156.238.248.80:8880/play/819.947722.m3u8
天映频道,http://156.238.248.80:8880/play/820.139896.m3u8
天映经典频道,http://156.238.248.80:8880/play/821.801959.m3u8
ASTROAOD,http://156.238.248.80:8880/play/822.771723.m3u8
ASTROAEC,http://156.238.248.80:8880/play/823.860828.m3u8
ASTRO欢喜台,http://156.238.248.80:8880/play/824.416103.m3u8
IQIYI,http://156.238.248.80:8880/play/825.533149.m3u8
PopC,http://156.238.248.80:8880/play/826.641697.m3u8
天映经典,http://156.238.248.80:8880/play/827.166888.m3u8
粵語片台,http://156.238.248.80:8880/play/828.730711.m3u8
美亞電影台,http://156.238.248.80:8880/play/829.347950.m3u8
黄金翡翠台,http://156.238.248.80:8880/play/830.398222.m3u8
黄金华剧台,http://156.238.248.80:8880/play/831.312937.m3u8
TVBPlus,http://156.238.248.80:8880/play/832.697803.m3u8
AXN,http://156.238.248.80:8880/play/833.139310.m3u8
KIX,http://156.238.248.80:8880/play/834.232897.m3u8
myTVSUPER18台,http://156.238.248.80:8880/play/835.633672.m3u8
myTVSUPERFREE,http://156.238.248.80:8880/play/836.762282.m3u8
ROCKAction,http://156.238.248.80:8880/play/837.800445.m3u8
ROCK綜藝娛樂,http://156.238.248.80:8880/play/838.458092.m3u8
凤凰中文,http://156.238.248.80:8880/play/839.523658.m3u8
凤凰资讯,http://156.238.248.80:8880/play/840.223890.m3u8
凤凰香港,http://156.238.248.80:8880/play/841.597130.m3u8
凤凰香港,http://156.238.248.80:8880/play/842.649882.m3u8
无线新闻台,http://156.238.248.80:8880/play/843.263994.m3u8
翡翠台,http://156.238.248.80:8880/play/844.859421.m3u8
华丽翡翠台,http://156.238.248.80:8880/play/845.837941.m3u8
TVB Plus,http://156.238.248.80:8880/play/846.873341.m3u8
澳视澳门,http://156.238.248.80:8880/play/847.290326.m3u8
明珠台,http://156.238.248.80:8880/play/848.428364.m3u8
TVB星河,http://156.238.248.80:8880/play/849.134789.m3u8
广东珠江,http://156.238.248.80:8880/play/850.897654.m3u8
广东体育,http://156.238.248.80:8880/play/851.300260.m3u8
精彩-YY,#genre#
武林外传,http://156.238.248.80:8880/play/852.603743.m3u8
港片 喜剧 动作,http://156.238.248.80:8880/play/853.710559.m3u8
林正英-经典电影,http://156.238.248.80:8880/play/854.183445.m3u8
【新三国】萌儿陪看,http://156.238.248.80:8880/play/855.621823.m3u8
国外经典—小鬼当家,http://156.238.248.80:8880/play/856.899001.m3u8
狂飙,http://156.238.248.80:8880/play/857.556591.m3u8
靓剑,http://156.238.248.80:8880/play/858.753790.m3u8
弹幕天团 下饭神剧,http://156.238.248.80:8880/play/859.783083.m3u8
狄仁杰,http://156.238.248.80:8880/play/860.284203.m3u8
赵本山《蓝光版》,http://156.238.248.80:8880/play/861.785801.m3u8
少年包青天,http://156.238.248.80:8880/play/862.312651.m3u8
康熙微服私访记,http://156.238.248.80:8880/play/863.860414.m3u8
超精彩武打场景,http://156.238.248.80:8880/play/864.551511.m3u8
正阳门下,http://156.238.248.80:8880/play/865.496436.m3u8
鹿鼎记-周星驰版,http://156.238.248.80:8880/play/866.676537.m3u8
地下交通站,http://156.238.248.80:8880/play/867.357833.m3u8
亲爱的热爱的,http://156.238.248.80:8880/play/868.124032.m3u8
经典鬼片3000部,http://156.238.248.80:8880/play/869.253510.m3u8
【狂飙】,http://156.238.248.80:8880/play/870.522953.m3u8
林正英经典,http://156.238.248.80:8880/play/871.666060.m3u8
豪哥带我们发财,http://156.238.248.80:8880/play/872.328083.m3u8
经典港片动作搞笑,http://156.238.248.80:8880/play/873.578227.m3u8
纪晓岚,http://156.238.248.80:8880/play/874.428902.m3u8
晾剑 电视剧,http://156.238.248.80:8880/play/875.804425.m3u8
小蓉儿 正在直播,http://156.238.248.80:8880/play/876.682334.m3u8
神医喜来乐,http://156.238.248.80:8880/play/877.199307.m3u8
梦涵 正在直播,http://156.238.248.80:8880/play/878.639977.m3u8
昕儿 正在直播,http://156.238.248.80:8880/play/879.450510.m3u8
济公,http://156.238.248.80:8880/play/880.501260.m3u8
倚天屠龙记,http://156.238.248.80:8880/play/881.234988.m3u8
请回答1988,http://156.238.248.80:8880/play/882.107732.m3u8
天龙八部,http://156.238.248.80:8880/play/883.646348.m3u8
真实案件系列,http://156.238.248.80:8880/play/884.772113.m3u8
大染坊,http://156.238.248.80:8880/play/885.732687.m3u8
赌神 港片 喜剧,http://156.238.248.80:8880/play/886.868507.m3u8
封神榜,http://156.238.248.80:8880/play/887.654508.m3u8
古惑仔,http://156.238.248.80:8880/play/888.460252.m3u8
雍正王朝,http://156.238.248.80:8880/play/889.801587.m3u8
李连杰功夫 经典武侠,http://156.238.248.80:8880/play/890.939999.m3u8
赵本山《超清版》,http://156.238.248.80:8880/play/891.856360.m3u8
鬼经典老片,http://156.238.248.80:8880/play/892.469177.m3u8
小美美 正在直播,http://156.238.248.80:8880/play/893.264557.m3u8
《仙侠》开局无敌了,http://156.238.248.80:8880/play/894.612290.m3u8
燕双鹰,http://156.238.248.80:8880/play/895.681103.m3u8
【鹿鼎记】金庸经典,http://156.238.248.80:8880/play/896.249115.m3u8
恐怖电影,http://156.238.248.80:8880/play/897.467158.m3u8
闯关东,http://156.238.248.80:8880/play/898.938401.m3u8
经典雪豹24h,http://156.238.248.80:8880/play/899.711599.m3u8
大家车言论,http://156.238.248.80:8880/play/900.607568.m3u8
靓剑,http://156.238.248.80:8880/play/901.485839.m3u8
纪晓岚,http://156.238.248.80:8880/play/902.323951.m3u8
经典电影 港片枪战,http://156.238.248.80:8880/play/903.105447.m3u8
动漫,http://156.238.248.80:8880/play/904.971588.m3u8
动漫,http://156.238.248.80:8880/play/905.247324.m3u8
内在美-伊人有约,http://156.238.248.80:8880/play/906.189850.m3u8
YY用户,http://156.238.248.80:8880/play/907.239453.m3u8
YY用户,http://156.238.248.80:8880/play/908.802259.m3u8
正阳门下,http://156.238.248.80:8880/play/909.607043.m3u8
精武英雄-李连杰主演经典动作片,http://156.238.248.80:8880/play/910.456684.m3u8
�逋鞠盗�-国产喜剧,http://156.238.248.80:8880/play/911.894823.m3u8
神探狄仁杰2,http://156.238.248.80:8880/play/912.222421.m3u8
士兵突击,http://156.238.248.80:8880/play/913.809161.m3u8
大话西游至尊宝,http://156.238.248.80:8880/play/914.890348.m3u8
进来 陪你看动漫,http://156.238.248.80:8880/play/915.285363.m3u8
大秧歌~24h经典好剧,http://156.238.248.80:8880/play/916.318849.m3u8
伪装者,http://156.238.248.80:8880/play/917.862587.m3u8
情满四合院-小人物的悲欢离合,http://156.238.248.80:8880/play/918.811397.m3u8
赌神-发哥,http://156.238.248.80:8880/play/919.720362.m3u8
欢乐集结号-每天笑不停,http://156.238.248.80:8880/play/920.187065.m3u8
西游记后传 蓝光,http://156.238.248.80:8880/play/921.810795.m3u8
朵宝陪你看狄仁杰,http://156.238.248.80:8880/play/922.956588.m3u8
少年歌行1.2~,http://156.238.248.80:8880/play/923.980812.m3u8
老九门24h,http://156.238.248.80:8880/play/924.599519.m3u8
鹿鼎记-高清全集,http://156.238.248.80:8880/play/925.768886.m3u8
笑傲江湖 4K超清,http://156.238.248.80:8880/play/926.497970.m3u8
宰相刘罗锅,http://156.238.248.80:8880/play/927.882329.m3u8
24h 我爱我家 喜剧,http://156.238.248.80:8880/play/928.226829.m3u8
铁齿铜牙纪晓岚,http://156.238.248.80:8880/play/929.842468.m3u8
鬼片喜剧动作港剧,http://156.238.248.80:8880/play/930.753230.m3u8
老妖私影院,http://156.238.248.80:8880/play/931.886758.m3u8
超清鬼片 港片,http://156.238.248.80:8880/play/932.271389.m3u8
天龙 神雕金庸,http://156.238.248.80:8880/play/933.755135.m3u8
神探狄胖胖,http://156.238.248.80:8880/play/934.297899.m3u8
少年歌行,http://156.238.248.80:8880/play/935.280273.m3u8
83射雕英雄传,http://156.238.248.80:8880/play/936.299540.m3u8
金牌配角达叔系列,http://156.238.248.80:8880/play/937.938034.m3u8
热度榜1.包青天,http://156.238.248.80:8880/play/938.884397.m3u8
24h唐朝诡实录1234,http://156.238.248.80:8880/play/939.491671.m3u8
【经典港片】佟瑶,http://156.238.248.80:8880/play/940.591714.m3u8
好先生,http://156.238.248.80:8880/play/941.720962.m3u8
超喜剧地下交通站男神贾贵,http://156.238.248.80:8880/play/942.712479.m3u8
苹果工会招募主播,http://156.238.248.80:8880/play/943.505786.m3u8
爆笑小品大合集,http://156.238.248.80:8880/play/944.427321.m3u8
五号特工组和平ff,http://156.238.248.80:8880/play/945.625612.m3u8
新白娘子传奇,http://156.238.248.80:8880/play/946.267301.m3u8
燕双鹰,http://156.238.248.80:8880/play/947.535401.m3u8
绝版僵尸鬼片,http://156.238.248.80:8880/play/948.302530.m3u8
精彩动漫,http://156.238.248.80:8880/play/949.879240.m3u8
天龙神雕经典回忆,http://156.238.248.80:8880/play/950.409851.m3u8
1930年代经典电影,http://156.238.248.80:8880/play/951.792851.m3u8
YY果国际电影频道,http://156.238.248.80:8880/play/952.873663.m3u8
薛仁贵传奇,http://156.238.248.80:8880/play/953.605490.m3u8
动漫,http://156.238.248.80:8880/play/954.362158.m3u8
鬼片恐怖私家影院,http://156.238.248.80:8880/play/955.468871.m3u8
《武林外传》武侠,http://156.238.248.80:8880/play/956.705866.m3u8
【新三国】吕布,http://156.238.248.80:8880/play/957.965878.m3u8
破案港剧,http://156.238.248.80:8880/play/958.569499.m3u8
经典港片电影,http://156.238.248.80:8880/play/959.215204.m3u8
【武林客栈】,http://156.238.248.80:8880/play/960.479212.m3u8
战狼10086,http://156.238.248.80:8880/play/961.476581.m3u8
【战狼3吴京】首播,http://156.238.248.80:8880/play/962.869719.m3u8
【靓剑】乐乐陪看,http://156.238.248.80:8880/play/963.466197.m3u8
情满四合院-高分电视剧,http://156.238.248.80:8880/play/964.696664.m3u8
双月之城-国漫,http://156.238.248.80:8880/play/965.781394.m3u8
电影电影电影电影电影电影,http://156.238.248.80:8880/play/966.594297.m3u8
知否知否应是绿肥红瘦,http://156.238.248.80:8880/play/967.139690.m3u8
三国演义【1994】,http://156.238.248.80:8880/play/968.152228.m3u8
咸鱼动漫,http://156.238.248.80:8880/play/969.600806.m3u8
张国荣与周润发的兄弟情,http://156.238.248.80:8880/play/970.190911.m3u8
神探狄仁杰1,http://156.238.248.80:8880/play/971.862501.m3u8
武林外传,http://156.238.248.80:8880/play/972.191183.m3u8
神探狄仁杰1,http://156.238.248.80:8880/play/973.885960.m3u8
恋歌,http://156.238.248.80:8880/play/974.804199.m3u8
震撼！国内功夫大片,http://156.238.248.80:8880/play/975.173788.m3u8
宰相刘罗锅,http://156.238.248.80:8880/play/976.182470.m3u8
夏洛特烦恼-国内电影-喜剧,http://156.238.248.80:8880/play/977.754890.m3u8
国内玄幻电影-林正英,http://156.238.248.80:8880/play/978.446341.m3u8
变形金刚,http://156.238.248.80:8880/play/979.869232.m3u8
少年包青天第三部,http://156.238.248.80:8880/play/980.200633.m3u8
炊事班的故事III,http://156.238.248.80:8880/play/981.508982.m3u8
速度与激情全集,http://156.238.248.80:8880/play/982.337214.m3u8
读心神探,http://156.238.248.80:8880/play/983.942159.m3u8
三国演义94年经典版,http://156.238.248.80:8880/play/984.198557.m3u8
炊事班的故事II,http://156.238.248.80:8880/play/985.776767.m3u8
神探狄仁杰2,http://156.238.248.80:8880/play/986.628801.m3u8
YY用户,http://156.238.248.80:8880/play/987.509243.m3u8
二号交通站,http://156.238.248.80:8880/play/988.255468.m3u8
读心神探,http://156.238.248.80:8880/play/989.314255.m3u8
寻秦记-穿越剧经典,http://156.238.248.80:8880/play/990.677657.m3u8
动漫,http://156.238.248.80:8880/play/991.978816.m3u8
欢乐颂,http://156.238.248.80:8880/play/992.273736.m3u8
终结者2：审判日,http://156.238.248.80:8880/play/993.810739.m3u8
情满四合院,http://156.238.248.80:8880/play/994.649406.m3u8
YY用户,http://156.238.248.80:8880/play/995.608995.m3u8
巩汉林春晚小品合集,http://156.238.248.80:8880/play/996.506818.m3u8
国内动作大片,http://156.238.248.80:8880/play/997.266130.m3u8
啊咧,http://156.238.248.80:8880/play/998.507458.m3u8
我爱我家,http://156.238.248.80:8880/play/999.110370.m3u8
快来呀好剧在等你,http://156.238.248.80:8880/play/1000.478114.m3u8
华子系列,http://156.238.248.80:8880/play/1001.675354.m3u8
安安电视剧,http://156.238.248.80:8880/play/1002.721890.m3u8
父母爱情,http://156.238.248.80:8880/play/1003.960638.m3u8
二号交通站,http://156.238.248.80:8880/play/1004.673614.m3u8
武工队传奇,http://156.238.248.80:8880/play/1005.694151.m3u8
